FrameNumber,ActorName,ActorClass,MinX,MinY,MaxX,MaxY,Width,Height,WorldX,WorldY,WorldZ,CamX,CamY,CamZ,CamPitch,CamYaw,CamRoll,WorldSizeX,WorldSizeY,WorldSizeZ
74,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,22,1392,1228,1392,1206,640.197,1769.235,438.319,657.000,1725.812,478.172,10.568,97.294,-0.000,62.029,32.029,136.731
75,SM_To_towel_table_B5_138_SM_To_towel_table_B,StaticMesh_SM_To_towel_table_B,369,992,1031,1228,662,236,650.523,1766.726,460.737,655.599,1725.631,478.158,10.415,97.420,0.000,25.124,17.038,5.501
75,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,689,153,1392,620,703,467,633.125,1767.961,496.933,655.599,1725.631,478.158,10.415,97.420,0.000,31.777,24.381,16.822
75,SM_To_toiletpaper_solo6_135_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,1027,917,1354,1189,327,272,623.279,1768.143,462.888,655.599,1725.631,478.158,10.415,97.420,0.000,10.275,10.275,9.938
75,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,17,1392,1228,1392,1211,640.197,1769.235,438.319,655.599,1725.631,478.158,10.415,97.420,0.000,62.029,32.029,136.731
76,SM_To_towel_table_B5_138_SM_To_towel_table_B,StaticMesh_SM_To_towel_table_B,331,989,994,1228,663,239,650.523,1766.726,460.737,654.298,1725.460,478.281,10.078,97.539,0.000,25.124,17.038,5.501
76,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,669,149,1389,617,720,468,633.125,1767.961,496.933,654.298,1725.460,478.281,10.078,97.539,0.000,31.777,24.381,16.822
76,SM_To_toiletpaper_solo6_135_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,1004,914,1322,1184,318,270,623.279,1768.143,462.888,654.298,1725.460,478.281,10.078,97.539,0.000,10.275,10.275,9.938
76,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,11,1392,1228,1392,1217,640.197,1769.235,438.319,654.298,1725.460,478.281,10.078,97.539,0.000,62.029,32.029,136.731
77,SM_To_towel_table_B5_138_SM_To_towel_table_B,StaticMesh_SM_To_towel_table_B,294,984,957,1228,663,244,650.523,1766.726,460.737,652.966,1725.282,478.542,9.538,97.663,-0.000,25.124,17.038,5.501
77,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,649,144,1359,613,710,469,633.125,1767.961,496.933,652.966,1725.282,478.542,9.538,97.663,-0.000,31.777,24.381,16.822
77,SM_To_toiletpaper_solo6_135_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,980,909,1289,1179,309,270,623.279,1768.143,462.888,652.966,1725.282,478.542,9.538,97.663,-0.000,10.275,10.275,9.938
77,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,4,1392,1228,1392,1224,640.197,1769.235,438.319,652.966,1725.282,478.542,9.538,97.663,-0.000,62.029,32.029,136.731
78,SM_To_towel_table_B5_138_SM_To_towel_table_B,StaticMesh_SM_To_towel_table_B,258,979,919,1228,661,249,650.523,1766.726,460.737,651.634,1725.101,478.939,8.804,97.789,0.000,25.124,17.038,5.501
78,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,629,139,1330,609,701,470,633.125,1767.961,496.933,651.634,1725.101,478.939,8.804,97.789,0.000,31.777,24.381,16.822
78,SM_To_toiletpaper_solo6_135_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,955,904,1255,1172,300,268,623.279,1768.143,462.888,651.634,1725.101,478.939,8.804,97.789,0.000,10.275,10.275,9.938
78,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,0,1392,1228,1392,1228,640.197,1769.235,438.319,651.634,1725.101,478.939,8.804,97.789,0.000,62.029,32.029,136.731
79,SM_To_towel_table_B5_138_SM_To_towel_table_B,StaticMesh_SM_To_towel_table_B,224,972,882,1228,658,256,650.523,1766.726,460.737,650.292,1724.916,479.470,7.879,97.918,0.000,25.124,17.038,5.501
79,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,609,132,1301,603,692,471,633.125,1767.961,496.933,650.292,1724.916,479.470,7.879,97.918,0.000,31.777,24.381,16.822
79,SM_To_toiletpaper_solo6_135_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,931,898,1220,1165,289,267,623.279,1768.143,462.888,650.292,1724.916,479.470,7.879,97.918,0.000,10.275,10.275,9.938
79,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,0,1392,1228,1392,1228,640.197,1769.235,438.319,650.292,1724.916,479.470,7.879,97.918,0.000,62.029,32.029,136.731
80,SM_To_towel_table_B5_138_SM_To_towel_table_B,StaticMesh_SM_To_towel_table_B,196,966,850,1228,654,262,650.523,1766.726,460.737,649.125,1724.753,480.036,6.931,98.032,0.000,25.124,17.038,5.501
80,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,591,126,1276,598,685,472,633.125,1767.961,496.933,649.125,1724.753,480.036,6.931,98.032,0.000,31.777,24.381,16.822
80,SM_To_toiletpaper_solo6_135_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,910,893,1190,1158,280,265,623.279,1768.143,462.888,649.125,1724.753,480.036,6.931,98.032,0.000,10.275,10.275,9.938
80,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,0,1392,1228,1392,1228,640.197,1769.235,438.319,649.125,1724.753,480.036,6.931,98.032,0.000,62.029,32.029,136.731
81,SM_To_towel_table_B5_138_SM_To_towel_table_B,StaticMesh_SM_To_towel_table_B,165,959,813,1228,648,269,650.523,1766.726,460.737,647.773,1724.561,480.805,5.682,98.167,-0.000,25.124,17.038,5.501
81,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,558,118,1247,591,689,473,633.125,1767.961,496.933,647.773,1724.561,480.805,5.682,98.167,-0.000,31.777,24.381,16.822
81,SM_To_toiletpaper_solo6_135_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,885,886,1155,1149,270,263,623.279,1768.143,462.888,647.773,1724.561,480.805,5.682,98.167,-0.000,10.275,10.275,9.938
81,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,0,1392,1228,1392,1228,640.197,1769.235,438.319,647.773,1724.561,480.805,5.682,98.167,-0.000,62.029,32.029,136.731
82,SM_To_towel_table_B5_138_SM_To_towel_table_B,StaticMesh_SM_To_towel_table_B,135,951,777,1228,642,277,650.523,1766.726,460.737,646.419,1724.365,481.580,4.465,98.305,0.000,25.124,17.038,5.501
82,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,522,112,1217,585,695,473,633.125,1767.961,496.933,646.419,1724.365,481.580,4.465,98.305,0.000,31.777,24.381,16.822
82,SM_To_toiletpaper_solo6_135_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,861,879,1121,1141,260,262,623.279,1768.143,462.888,646.419,1724.365,481.580,4.465,98.305,0.000,10.275,10.275,9.938
82,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,0,1392,1228,1392,1228,640.197,1769.235,438.319,646.419,1724.365,481.580,4.465,98.305,0.000,62.029,32.029,136.731
83,SM_To_towel_table_B5_138_SM_To_towel_table_B,StaticMesh_SM_To_towel_table_B,103,943,738,1228,635,285,650.523,1766.726,460.737,644.900,1724.141,482.550,2.992,98.464,0.000,25.124,17.038,5.501
83,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,480,105,1184,577,704,472,633.125,1767.961,496.933,644.900,1724.141,482.550,2.992,98.464,0.000,31.777,24.381,16.822
83,SM_To_toiletpaper_solo6_135_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,834,872,1083,1131,249,259,623.279,1768.143,462.888,644.900,1724.141,482.550,2.992,98.464,0.000,10.275,10.275,9.938
83,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,0,1392,1228,1392,1228,640.197,1769.235,438.319,644.900,1724.141,482.550,2.992,98.464,0.000,62.029,32.029,136.731
84,SM_To_towel_table_B5_138_SM_To_towel_table_B,StaticMesh_SM_To_towel_table_B,77,936,705,1228,628,292,650.523,1766.726,460.737,643.550,1723.938,483.490,1.607,98.609,0.000,25.124,17.038,5.501
84,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,443,100,1153,571,710,471,633.125,1767.961,496.933,643.550,1723.938,483.490,1.607,98.609,0.000,31.777,24.381,16.822
84,SM_To_toiletpaper_solo6_135_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,811,865,1050,1123,239,258,623.279,1768.143,462.888,643.550,1723.938,483.490,1.607,98.609,0.000,10.275,10.275,9.938
84,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,0,1392,1228,1392,1228,640.197,1769.235,438.319,643.550,1723.938,483.490,1.607,98.609,0.000,62.029,32.029,136.731
85,SM_To_towel_table_B5_138_SM_To_towel_table_B,StaticMesh_SM_To_towel_table_B,54,929,673,1228,619,299,650.523,1766.726,460.737,642.218,1723.735,484.480,0.196,98.756,0.000,25.124,17.038,5.501
85,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,407,97,1123,565,716,468,633.125,1767.961,496.933,642.218,1723.735,484.480,0.196,98.756,0.000,31.777,24.381,16.822
85,SM_To_toiletpaper_solo6_135_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,787,858,1018,1114,231,256,623.279,1768.143,462.888,642.218,1723.735,484.480,0.196,98.756,0.000,10.275,10.275,9.938
85,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,0,1334,1228,1334,1228,640.197,1769.235,438.319,642.218,1723.735,484.480,0.196,98.756,0.000,62.029,32.029,136.731
86,SM_To_towel_table_B5_138_SM_To_towel_table_B,StaticMesh_SM_To_towel_table_B,29,921,642,1228,613,307,650.523,1766.726,460.737,640.882,1723.527,485.527,-1.254,98.908,0.000,25.124,17.038,5.501
86,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,366,94,1097,559,731,465,633.125,1767.961,496.933,640.882,1723.527,485.527,-1.254,98.908,0.000,31.777,24.381,16.822
86,SM_To_toiletpaper_solo6_135_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,764,852,988,1106,224,254,623.279,1768.143,462.888,640.882,1723.527,485.527,-1.254,98.908,0.000,10.275,10.275,9.938
86,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,0,1301,1228,1301,1228,640.197,1769.235,438.319,640.882,1723.527,485.527,-1.254,98.908,0.000,62.029,32.029,136.731
87,SM_To_towel_table_B5_138_SM_To_towel_table_B,StaticMesh_SM_To_towel_table_B,5,913,612,1228,607,315,650.523,1766.726,460.737,639.506,1723.309,486.649,-2.842,99.070,0.000,25.124,17.038,5.501
87,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,321,92,1069,552,748,460,633.125,1767.961,496.933,639.506,1723.309,486.649,-2.842,99.070,0.000,31.777,24.381,16.822
87,SM_To_toiletpaper_solo6_135_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,741,845,957,1096,216,251,623.279,1768.143,462.888,639.506,1723.309,486.649,-2.842,99.070,0.000,10.275,10.275,9.938
87,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,0,1276,1228,1276,1228,640.197,1769.235,438.319,639.506,1723.309,486.649,-2.842,99.070,0.000,62.029,32.029,136.731
88,SM_To_towel_table_B5_138_SM_To_towel_table_B,StaticMesh_SM_To_towel_table_B,0,903,584,1228,584,325,650.523,1766.726,460.737,638.171,1723.094,487.765,-4.543,99.233,0.000,25.124,17.038,5.501
88,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,276,88,1042,543,766,455,633.125,1767.961,496.933,638.171,1723.094,487.765,-4.543,99.233,0.000,31.777,24.381,16.822
88,SM_To_toiletpaper_solo6_135_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,719,835,928,1083,209,248,623.279,1768.143,462.888,638.171,1723.094,487.765,-4.543,99.233,0.000,10.275,10.275,9.938
88,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,0,1251,1228,1251,1228,640.197,1769.235,438.319,638.171,1723.094,487.765,-4.543,99.233,0.000,62.029,32.029,136.731
89,SM_To_towel_table_B5_138_SM_To_towel_table_B,StaticMesh_SM_To_towel_table_B,0,890,561,1228,561,338,650.523,1766.726,460.737,636.866,1722.880,488.869,-6.386,99.398,0.000,25.124,17.038,5.501
89,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,229,83,1015,537,786,454,633.125,1767.961,496.933,636.866,1722.880,488.869,-6.386,99.398,0.000,31.777,24.381,16.822
89,SM_To_toiletpaper_solo6_135_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,698,824,900,1068,202,244,623.279,1768.143,462.888,636.866,1722.880,488.869,-6.386,99.398,0.000,10.275,10.275,9.938
89,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,0,1226,1228,1226,1228,640.197,1769.235,438.319,636.866,1722.880,488.869,-6.386,99.398,0.000,62.029,32.029,136.731
89,SM_To_laundrybasket3_128_SM_To_laundrybasket,StaticMesh_SM_To_laundrybasket,0,1195,95,1228,95,33,699.642,1769.517,402.412,636.866,1722.880,488.869,-6.386,99.398,0.000,36.316,36.289,65.049
90,SM_To_towel_table_B5_138_SM_To_towel_table_B,StaticMesh_SM_To_towel_table_B,0,875,543,1211,543,336,650.523,1766.726,460.737,635.573,1722.664,489.962,-8.396,99.567,0.000,25.124,17.038,5.501
90,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,181,74,987,538,806,464,633.125,1767.961,496.933,635.573,1722.664,489.962,-8.396,99.567,0.000,31.777,24.381,16.822
90,SM_To_toiletpaper_solo6_135_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,677,809,872,1049,195,240,623.279,1768.143,462.888,635.573,1722.664,489.962,-8.396,99.567,0.000,10.275,10.275,9.938
90,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,0,1201,1228,1201,1228,640.197,1769.235,438.319,635.573,1722.664,489.962,-8.396,99.567,0.000,62.029,32.029,136.731
90,SM_To_laundrybasket3_128_SM_To_laundrybasket,StaticMesh_SM_To_laundrybasket,0,1167,112,1228,112,61,699.642,1769.517,402.412,635.573,1722.664,489.962,-8.396,99.567,0.000,36.316,36.289,65.049
91,SM_To_towel_table_B5_138_SM_To_towel_table_B,StaticMesh_SM_To_towel_table_B,0,859,528,1190,528,331,650.523,1766.726,460.737,634.407,1722.466,490.932,-10.362,99.727,0.000,25.124,17.038,5.501
91,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,134,63,961,536,827,473,633.125,1767.961,496.933,634.407,1722.466,490.932,-10.362,99.727,0.000,31.777,24.381,16.822
91,SM_To_toiletpaper_solo6_135_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,658,794,848,1029,190,235,623.279,1768.143,462.888,634.407,1722.466,490.932,-10.362,99.727,0.000,10.275,10.275,9.938
91,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,0,1179,1228,1179,1228,640.197,1769.235,438.319,634.407,1722.466,490.932,-10.362,99.727,0.000,62.029,32.029,136.731
91,SM_To_laundrybasket3_128_SM_To_laundrybasket,StaticMesh_SM_To_laundrybasket,0,1139,127,1228,127,89,699.642,1769.517,402.412,634.407,1722.466,490.932,-10.362,99.727,0.000,36.316,36.289,65.049
92,SM_To_towel_table_B5_138_SM_To_towel_table_B,StaticMesh_SM_To_towel_table_B,0,838,511,1162,511,324,650.523,1766.726,460.737,633.091,1722.238,491.994,-12.719,99.914,0.000,25.124,17.038,5.501
92,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,79,48,932,531,853,483,633.125,1767.961,496.933,633.091,1722.238,491.994,-12.719,99.914,0.000,31.777,24.381,16.822
92,SM_To_toiletpaper_solo6_135_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,638,774,821,1004,183,230,623.279,1768.143,462.888,633.091,1722.238,491.994,-12.719,99.914,0.000,10.275,10.275,9.938
92,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,0,1152,1228,1152,1228,640.197,1769.235,438.319,633.091,1722.238,491.994,-12.719,99.914,0.000,62.029,32.029,136.731
92,SM_To_laundrybasket3_128_SM_To_laundrybasket,StaticMesh_SM_To_laundrybasket,0,1106,144,1228,144,122,699.642,1769.517,402.412,633.091,1722.238,491.994,-12.719,99.914,0.000,36.316,36.289,65.049
93,SM_To_towel_table_B5_138_SM_To_towel_table_B,StaticMesh_SM_To_towel_table_B,0,818,495,1136,495,318,650.523,1766.726,460.737,631.841,1722.017,492.890,-14.896,100.152,-0.000,25.124,17.038,5.501
93,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,23,31,901,525,878,494,633.125,1767.961,496.933,631.841,1722.017,492.890,-14.896,100.152,-0.000,31.777,24.381,16.822
93,SM_To_toiletpaper_solo6_135_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,618,755,796,981,178,226,623.279,1768.143,462.888,631.841,1722.017,492.890,-14.896,100.152,-0.000,10.275,10.275,9.938
93,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,0,1125,1228,1125,1228,640.197,1769.235,438.319,631.841,1722.017,492.890,-14.896,100.152,-0.000,62.029,32.029,136.731
93,SM_To_laundrybasket3_128_SM_To_laundrybasket,StaticMesh_SM_To_laundrybasket,0,1076,156,1228,156,152,699.642,1769.517,402.412,631.841,1722.017,492.890,-14.896,100.152,-0.000,36.316,36.289,65.049
94,SM_To_towel_table_B5_138_SM_To_towel_table_B,StaticMesh_SM_To_towel_table_B,0,797,478,1110,478,313,650.523,1766.726,460.737,630.548,1721.783,493.723,-17.088,100.418,0.000,25.124,17.038,5.501
94,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,0,12,868,516,868,504,633.125,1767.961,496.933,630.548,1721.783,493.723,-17.088,100.418,0.000,31.777,24.381,16.822
94,SM_To_toiletpaper_solo6_135_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,598,735,771,956,173,221,623.279,1768.143,462.888,630.548,1721.783,493.723,-17.088,100.418,0.000,10.275,10.275,9.938
94,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,0,1094,1228,1094,1228,640.197,1769.235,438.319,630.548,1721.783,493.723,-17.088,100.418,0.000,62.029,32.029,136.731
94,SM_To_laundrybasket3_128_SM_To_laundrybasket,StaticMesh_SM_To_laundrybasket,0,1047,166,1228,166,181,699.642,1769.517,402.412,630.548,1721.783,493.723,-17.088,100.418,0.000,36.316,36.289,65.049
94,SM_To_basket7_131_SM_To_basket,StaticMesh_SM_To_basket,235,1222,691,1228,456,6,640.630,1767.961,399.988,630.548,1721.783,493.723,-17.088,100.418,0.000,31.777,24.381,16.822
95,SM_To_towel_table_B5_138_SM_To_towel_table_B,StaticMesh_SM_To_towel_table_B,0,775,460,1082,460,307,650.523,1766.726,460.737,629.178,1721.527,494.515,-19.359,100.700,0.000,25.124,17.038,5.501
95,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,0,0,832,506,832,506,633.125,1767.961,496.933,629.178,1721.527,494.515,-19.359,100.700,0.000,31.777,24.381,16.822
95,SM_To_toiletpaper_solo6_135_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,577,713,745,930,168,217,623.279,1768.143,462.888,629.178,1721.527,494.515,-19.359,100.700,0.000,10.275,10.275,9.938
95,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,0,1061,1228,1061,1228,640.197,1769.235,438.319,629.178,1721.527,494.515,-19.359,100.700,0.000,62.029,32.029,136.731
95,SM_To_laundrybasket3_128_SM_To_laundrybasket,StaticMesh_SM_To_laundrybasket,0,1017,175,1228,175,211,699.642,1769.517,402.412,629.178,1721.527,494.515,-19.359,100.700,0.000,36.316,36.289,65.049
95,SM_To_basket7_131_SM_To_basket,StaticMesh_SM_To_basket,238,1180,673,1228,435,48,640.630,1767.961,399.988,629.178,1721.527,494.515,-19.359,100.700,0.000,31.777,24.381,16.822
96,SM_To_towel_table_B5_138_SM_To_towel_table_B,StaticMesh_SM_To_towel_table_B,0,754,443,1057,443,303,650.523,1766.726,460.737,627.812,1721.266,495.198,-21.492,100.982,-0.000,25.124,17.038,5.501
96,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,0,0,794,494,794,494,633.125,1767.961,496.933,627.812,1721.266,495.198,-21.492,100.982,-0.000,31.777,24.381,16.822
96,SM_To_toiletpaper_solo6_135_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,556,692,720,906,164,214,623.279,1768.143,462.888,627.812,1721.266,495.198,-21.492,100.982,-0.000,10.275,10.275,9.938
96,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,0,1026,1228,1026,1228,640.197,1769.235,438.319,627.812,1721.266,495.198,-21.492,100.982,-0.000,62.029,32.029,136.731
96,SM_To_laundrybasket3_128_SM_To_laundrybasket,StaticMesh_SM_To_laundrybasket,0,989,181,1228,181,239,699.642,1769.517,402.412,627.812,1721.266,495.198,-21.492,100.982,-0.000,36.316,36.289,65.049
96,SM_To_basket7_131_SM_To_basket,StaticMesh_SM_To_basket,239,1141,657,1228,418,87,640.630,1767.961,399.988,627.812,1721.266,495.198,-21.492,100.982,-0.000,31.777,24.381,16.822
97,SM_To_towel_table_B5_138_SM_To_towel_table_B,StaticMesh_SM_To_towel_table_B,0,734,425,1033,425,299,650.523,1766.726,460.737,626.441,1720.996,495.763,-23.447,101.264,0.000,25.124,17.038,5.501
97,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,0,0,755,483,755,483,633.125,1767.961,496.933,626.441,1720.996,495.763,-23.447,101.264,0.000,31.777,24.381,16.822
97,SM_To_toiletpaper_solo6_135_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,535,672,695,883,160,211,623.279,1768.143,462.888,626.441,1720.996,495.763,-23.447,101.264,0.000,10.275,10.275,9.938
97,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,0,989,1228,989,1228,640.197,1769.235,438.319,626.441,1720.996,495.763,-23.447,101.264,0.000,62.029,32.029,136.731
97,SM_To_laundrybasket3_128_SM_To_laundrybasket,StaticMesh_SM_To_laundrybasket,0,965,184,1228,184,263,699.642,1769.517,402.412,626.441,1720.996,495.763,-23.447,101.264,0.000,36.316,36.289,65.049
97,SM_To_basket7_131_SM_To_basket,StaticMesh_SM_To_basket,238,1107,642,1228,404,121,640.630,1767.961,399.988,626.441,1720.996,495.763,-23.447,101.264,0.000,31.777,24.381,16.822
98,SM_To_towel_table_B5_138_SM_To_towel_table_B,StaticMesh_SM_To_towel_table_B,0,717,407,1014,407,297,650.523,1766.726,460.737,625.118,1720.729,496.186,-25.092,101.538,-0.000,25.124,17.038,5.501
98,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,0,0,715,471,715,471,633.125,1767.961,496.933,625.118,1720.729,496.186,-25.092,101.538,-0.000,31.777,24.381,16.822
98,SM_To_toiletpaper_solo6_135_SM_To_toiletpaper_solo,StaticMesh_SM_To_toiletpaper_solo,513,655,673,864,160,209,623.279,1768.143,462.888,625.118,1720.729,496.186,-25.092,101.538,-0.000,10.275,10.275,9.938
98,SM_To_toilet_shelf4_125_SM_To_toilet_shelf,StaticMesh_SM_To_toilet_shelf,0,0,952,1228,952,1228,640.197,1769.235,438.319,625.118,1720.729,496.186,-25.092,101.538,-0.000,62.029,32.029,136.731
98,SM_To_laundrybasket3_128_SM_To_laundrybasket,StaticMesh_SM_To_laundrybasket,0,944,185,1228,185,284,699.642,1769.517,402.412,625.118,1720.729,496.186,-25.092,101.538,-0.000,36.316,36.289,65.049
98,SM_To_basket7_131_SM_To_basket,StaticMesh_SM_To_basket,235,1079,629,1228,394,149,640.630,1767.961,399.988,625.118,1720.729,496.186,-25.092,101.538,-0.000,31.777,24.381,16.822
99,SM_To_towel_table_B5_138_SM_To_towel_table_B,StaticMesh_SM_To_towel_table_B,0,702,390,998,390,296,650.523,1766.726,460.737,623.818,1720.461,496.474,-26.435,101.807,0.000,25.124,17.038,5.501
99,SM_To_basket8_SM_To_basket,StaticMesh_SM_To_basket,0,0,679,461,679,461,633.125,1767.961,496.933,623.818,1720.461,496.474,-26.435,101.807,0.000,31.777,24.381,16.822
